CMS Unit ID,AAT BroaderTerm,Broader Term - URIs,Primary Unit Identifier,Title
11172339,hardware (components),http://vocab.getty.edu/aat/300033260,317.42.18,Door Hardware
11172326,architectural elements,http://vocab.getty.edu/aat/300000885,317.65.13,Brace (Supporting Element)
11172327,hardware (components),http://vocab.getty.edu/aat/300033260,317.73.13,Strap Hinge
11172340,architectural elements,http://vocab.getty.edu/aat/300000885,317.96.3,Window Screen
11172341,hardware (components),http://vocab.getty.edu/aat/300033260,317.98.6,Doorknob
11172342,architectural elements,http://vocab.getty.edu/aat/300000885,317.98.21,Window Screen
11172343,hardware (components),http://vocab.getty.edu/aat/300033260,317.110.10,Pin (Hinge Component)
11172344,hardware (components),http://vocab.getty.edu/aat/300033260,317.111.9,Bolt (Latch And Lock Component)
11172345,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.120.15,Fragment (Object Portion)
11172328,hardware (components),http://vocab.getty.edu/aat/300033260,317.139.8,Hinge (Hardware)
11172329,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.140.3,Artifact
11172330,hardware (components),http://vocab.getty.edu/aat/300033260,317.154.14,Bracket (Finish Hardware)
11172346,hardware (components),http://vocab.getty.edu/aat/300033260,317.174.37,Hinge (Hardware)
11172347,hardware (components),http://vocab.getty.edu/aat/300033260,317.178.2,Key (Hardware)
11172348,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.194.6,Fragment (Object Portion)
11172349,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.202.3,Artifact
11172331,hardware (components),http://vocab.getty.edu/aat/300033260,317.206.17,Escutcheon (Hardware)
11172350,fasteners,http://vocab.getty.edu/aat/300036363,317.209.47,Staple
11172353,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.215.31,Artifact
11172351,hardware (components),http://vocab.getty.edu/aat/300033260,317.221.14,Key (Hardware)
11172352,fasteners,http://vocab.getty.edu/aat/300036363,317.221.46,Staple
11172354,hardware (components),http://vocab.getty.edu/aat/300033260,317.228.11,Shutter Bar
11172355,fasteners,http://vocab.getty.edu/aat/300036363,317.235.50,Staple
11172356,hardware (components),http://vocab.getty.edu/aat/300033260,317.258.12,Key (Hardware)
11172357,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.285.2,Artifact
11172358,hardware (components),http://vocab.getty.edu/aat/300033260,317.327.9,Strap Hinge
11172361,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.341.21,Tie Rod
11172360,fasteners,http://vocab.getty.edu/aat/300036363,317.356.3,Spike (Straight Fastener)
11172362,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.359.16,Artifact
11172363,Tools and Equipment (hierarchy name),http://vocab.getty.edu/aat/300022238,317.384.87,Pulley
11172332,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.384.88,Artifact
11172333,hardware (components),http://vocab.getty.edu/aat/300033260,317.392.9,Doorknob
11172364,fasteners,http://vocab.getty.edu/aat/300036363,317.404.1,Spike (Straight Fastener)
11172325,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.405.6,Pipe (Conduit)
11172365,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.406.2,Fragment (Object Portion)
11172334,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.407.11,Pipe (Conduit)
11172335,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.410.1,Disk (Object Genre)
11172336,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.410.2,Pipe (Conduit)
11172337,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.413.1,Pipe (Conduit)
11172321,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.413.5,Sheet (Flat Object)
11172322,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.413.6,Sheet (Flat Object)
11172368,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.414.1,Strip (Object Genre)
11172323,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.414.2,Pipe (Conduit)
11172320,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.414.3,Base (Object Component)
11172324,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.424.4,Pipe (Conduit)
11172366,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.424.5,Strip (Object Genre)
11172369,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.431.5,Rod (Object Genre)
11172367,hardware (components),http://vocab.getty.edu/aat/300033260,317.433.4,Hardware (Component)
11172359,fasteners,http://vocab.getty.edu/aat/300036363,317.332A.30,Spike (Straight Fastener)
11211460,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.74.26,Scabbard component
10115982,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.119.13,Artifact
10115995,fasteners,http://vocab.getty.edu/aat/300036363,317.135.3,Button (fastener)
11213412,fasteners,http://vocab.getty.edu/aat/300036363,317.208.1,Button (fastener)
11213399,Information Forms (hierarchy name),http://vocab.getty.edu/aat/300026029,317.208.41,Insignia
10115980,fasteners,http://vocab.getty.edu/aat/300036363,317.209.9,Buckle
10115984,Information Forms (hierarchy name),http://vocab.getty.edu/aat/300026029,317.209.10,Insignia
10115992,fasteners,http://vocab.getty.edu/aat/300036363,317.211.3,Button (fastener)
10115985,Information Forms (hierarchy name),http://vocab.getty.edu/aat/300026029,317.214.8,Insignia
10115981,Costume (hierarchy name),http://vocab.getty.edu/aat/300209261,317.240.20,Plume holder
10115986,Information Forms (hierarchy name),http://vocab.getty.edu/aat/300026029,317.258.4,Insignia
10115996,fasteners,http://vocab.getty.edu/aat/300036363,317.260.1,Button (fastener)
10115993,Information Forms (hierarchy name),http://vocab.getty.edu/aat/300026029,317.268.1,Insignia back
10115987,fasteners,http://vocab.getty.edu/aat/300036363,317.331.1,Belt plate
10115994,fasteners,http://vocab.getty.edu/aat/300036363,317.338.1,Button (fastener)
11208901,Information Forms (hierarchy name),http://vocab.getty.edu/aat/300026029,317.403.1,Cap badge
10115979,fasteners,http://vocab.getty.edu/aat/300036363,317.429.3,Button (fastener)
10115977,fasteners,http://vocab.getty.edu/aat/300036363,317.429.4,Button (fastener)
10115978,fasteners,http://vocab.getty.edu/aat/300036363,317.429.5,Button (fastener)
11399016,fasteners,http://vocab.getty.edu/aat/300036363,317.404.2,Anchor plate
11399017,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.405.5,Artifact
11399018,hardware (components),http://vocab.getty.edu/aat/300033260,317.406.6,Key (hardware)
11399019,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.420.3,Strip
11399020,Tools and Equipment (hierarchy name),http://vocab.getty.edu/aat/300022238,317.422.3,Stove
11399021,hardware (components),http://vocab.getty.edu/aat/300033260,317.424.3,Hardware
11399022,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.435.1,Disk
11399023,Tools and Equipment (hierarchy name),http://vocab.getty.edu/aat/300022238,317.440.4,Stove component
11399024,Tools and Equipment (hierarchy name),http://vocab.getty.edu/aat/300022238,317.440.5,Stove component
11399025,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.440.7,Artifact
10115941,hardware (components),http://vocab.getty.edu/aat/300033260,317.370.1,Strap hinge
11207371,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317,Board (flat object)
11207389,Floral material,,317,Sample
11207392,fasteners,http://vocab.getty.edu/aat/300036363,317,Cut nail
11207420,Floral material,,317,Sample
11207459,Floral material,,317,Sample
11207425,Floral material,,317.1.6,Sample
11207434,Floral material,,317.2.16,Sample
11207435,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.2.16,Sample
11207393,Floral material,,317.53.3,Sample
11207424,Floral material,,317.55.24,Sample
11207454,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.76.4,Board (flat object)
11207387,Floral material,,317.88.12,Sample
11207437,Floral material,,317.92.31,Sample
11207398,Floral material,,317.94.3,Sample
11207445,Floral material,,317.99.12,Sample
11207415,Floral material,,317.100.12,Sample
11207402,Floral material,,317.105.14,Sample
11207455,Floral material,,317.107.22,Sample
11207406,Floral material,,317.109.9,Sample
11207395,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.110.15,Board (flat object)
11207376,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.112.5,Board (flat object)
11207466,Floral material,,317.113.11,Sample
11207394,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.115.12,Board (flat object)
11207382,Floral material,,317.117.13,Sample
11207449,Floral material,,317.118.3,Sample
11207411,Floral material,,317.120.17,Sample
11207417,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.122.12,Board (flat object)
11207372,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.142.19,Board (flat object)
11207430,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.150.3,Board (flat object)
11207429,Floral material,,317.152.11,Sample
11207423,Floral material,,317.161.21,Sample
11207436,Floral material,,317.167.10,Sample
11207443,Floral material,,317.170.23,Sample
11207399,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.177.12,Board (flat object)
11207379,Floral material,,317.177.13,Sample
11207375,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.179.12,Board (flat object)
11207401,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.179.13,Board (flat object)
11207439,Floral material,,317.179.14,Sample
11207450,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.179.15,Board (flat object)
11207397,Floral material,,317.182.10,Sample
11207405,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.185.15,Board (flat object)
11207373,Floral material,,317.189.15,Sample
11207432,Floral material,,317.190.11,Sample
11207433,Floral material,,317.194.8,Sample
11207404,Floral material,,317.202.9,Sample
11207400,Floral material,,317.202.10,Sample
11207410,Floral material,,317.205.22,Sample
11207465,Floral material,,317.207.48,Sample
11207412,Floral material,,317.208.43,Sample
11207416,Floral material,,317.208.44,Sample
11207380,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.214.43,Board (flat object)
11207426,Floral material,,317.214.44,Sample
11207458,Floral material,,317.214.44,Sample
11207462,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.215.33,Artifact (object genre)
11207422,Floral material,,317.218.15,Sample
11207460,Floral material,,317.223.14,Sample
11207388,Floral material,,317.224.33,Sample
11207419,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.224.34,Stake (pointed object)
11207408,Floral material,,317.227.9,Sample
11207421,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.232.10,Board (flat object)
11207456,Floral material,,317.235.53,Sample
11207403,Floral material,,317.236.55,Sample
11207413,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.237.21,Board (flat object)
11207451,Floral material,,317.246.21,Sample
11207457,Floral material,,317.248.13,Sample
11207369,Floral material,,317.248.14,Sample
11207396,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.248.15,Board (flat object)
11207386,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.248.17,Board (flat object)
11207370,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.249.3,Board (flat object)
11207447,Floral material,,317.258.61,Sample
11207374,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.261.3,Board (flat object)
11207427,Floral material,,317.263.35,Sample
11207418,Floral material,,317.265.29,Sample
11207385,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.272.1,Board (flat object)
11207391,Floral material,,317.290.18,Sample
11207383,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.293.2,Board (flat object)
11207384,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.293.3,Board (flat object)
11207377,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.294.4,Board (flat object)
11207378,Floral material,,317.295.30,Sample
11207381,Floral material,,317.322.14,Sample
11207407,Floral material,,317.324.33,Sample
11207409,Floral material,,317.326.15,Sample
11207414,Floral material,,317.328.20,Sample
11207453,Floral material,,317.336.6,Burned
11207431,Floral material,,317.340.5,Sample
11207464,Floral material,,317.344.6,Sample
11207444,Floral material,,317.345.7,Burned
11207463,Floral material,,317.356.5,Sample
11207442,Floral material,,317.358.42,Sample
11207461,Floral material,,317.359.34,Sample
11207446,Floral material,,317.373.15,Sample
11207448,Floral material,,317.382.22,Sample
11207368,Floral material,,317.390.14,Sample
11207428,Floral material,,317.153A.14,Sample
11207452,Floral material,,317.331A.25,Sample
11207438,Floral material,,317.332A.31,Sample
11207441,Floral material,,317.52B.9,Sample
11207440,Floral material,,317.95A.11,Sample
11207390,Floral material,,317.95C.6,Sample
11207501,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317,Fragment (object portion)
11207502,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317,Barrel (container)
11207503,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317,Pipe (conduit)
11207467,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.37.18,Fragment (object portion)
11207468,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.48.7,Container (receptacle)
11207469,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.83.7,Container (receptacle)
11207470,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.93.6,Container (receptacle)
11207472,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.98.22,Can (container)
11207473,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.104.11,Barrel (container)
11207474,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.111.7,Can (container)
11207475,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.111.8,Can (container)
11207476,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.130.17,Handle
11207477,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.145.14,Container (receptacle)
11207478,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.152.9,Fragment (object portion)
11207480,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.156.18,Strip (object genre)
11207481,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.161.20,Barrel (container)
11207482,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.164.12,Barrel (container)
11207483,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.164.13,Barrel (container)
11207484,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.180.6,Fragment (object portion)
11207485,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.180.7,Container (receptacle)
11207510,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.211.29,Barrel (container)
11207487,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.211.30,Barrel (container)
11207488,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.211.33,Fragment (object portion)
11207489,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.217.20,Fragment (object portion)
11207490,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.265.28,Barrel (container)
11207491,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.281.14,Barrel (container)
11207492,Floral material,,317.292.1,Sample
11207493,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.294.17,Barrel (container)
11207494,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.294.18,Barrel (container)
11207495,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.295.27,Barrel (container)
11207496,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.314.8,Container (receptacle)
11207511,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.324.1,Barrel (container)
11207504,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.330.53,Container (receptacle)
11207505,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.330.53,Cap cover
11207506,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.330.53,Fragment (object portion)
11207507,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.330.53,Container (receptacle)
11207508,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.330.53,Fragment (object portion)
11207498,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.333.14,Fragment (object portion)
11207499,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.385.5,Container (receptacle)
11207500,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.388.3,Container (receptacle)
11207479,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.153B.10,Ring (object genre)
11207497,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.332A.29,Lid (cover)
11207471,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.95A.10,Barrel (container)
11207486,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.95B.2,Container (receptacle)
11207512,Faunal material,,317.2.10,Remains
11207513,Faunal material,,317.2.17,Remains
11207514,Faunal material,,317.4.11,Remains
11207515,Faunal material,,317.8.10,Remains
11207516,Faunal material,,317.8.11,Remains
11207517,Faunal material,,317.11.9,Remains
11207518,Faunal material,,317.11.10,Remains
11207519,Faunal material,,317.12.11,Remains
11207520,Faunal material,,317.13.19,Remains
11207521,Faunal material,,317.13.20,Remains
11207522,Faunal material,,317.13.21,Remains
11207523,Faunal material,,317.13.22,Remains
11207524,Faunal material,,317.14.24,Remains
11207525,Faunal material,,317.14.25,Remains
11207526,Faunal material,,317.14.26,Remains
11207529,Faunal material,,317.15.10,Remains
11207527,Faunal material,,317.16.12,Remains
11207528,Faunal material,,317.16.13,Remains
11207530,Faunal material,,317.17.16,Remains
11207531,Faunal material,,317.17.17,Remains
11207532,Faunal material,,317.17.18,Remains
11207533,Faunal material,,317.18.14,Remains
11207534,Faunal material,,317.18.15,Remains
11207535,Faunal material,,317.18.17,Remains
11207536,Faunal material,,317.18.18,Remains
11207537,Faunal material,,317.20.22,Remains
11207538,Faunal material,,317.20.23,Remains
11207539,Faunal material,,317.22.11,Remains
11207540,Faunal material,,317.22.12,Remains
11207541,Faunal material,,317.22.13,Remains
11207543,Faunal material,,317.23.17,Remains
11207542,Faunal material,,317.24.22,Remains
11207544,Faunal material,,317.25.13,Remains
11207545,Faunal material,,317.25.14,Remains
11207546,Faunal material,,317.25.15,Remains
11207547,Faunal material,,317.25.18,Remains
11207548,Faunal material,,317.26.8,Remains
11207549,Faunal material,,317.27.21,Remains
11207550,Faunal material,,317.29.21,Remains
11207551,Faunal material,,317.31.13,Remains
11207552,Faunal material,,317.31.17,Remains
11207553,Faunal material,,317.31.18,Remains
11207554,Faunal material,,317.31.19,Remains
11207555,Faunal material,,317.32.13,Remains
11207556,Faunal material,,317.32.14,Remains
11207557,Faunal material,,317.38.16,Remains
11207558,Faunal material,,317.38.17,Remains
11207559,Faunal material,,317.39.32,Remains
11207560,Faunal material,,317.43.14,Remains
11207561,Faunal material,,317.44.15,Remains
11207562,Faunal material,,317.45.27,Remains
11207563,Faunal material,,317.45.29,Remains
11207564,Faunal material,,317.47.16,Remains
11207565,Faunal material,,317.47.17,Remains
11207566,Faunal material,,317.47.18,Remains
11207567,Faunal material,,317.51.9,Remains
11207568,Faunal material,,317.59.2,Remains
11207569,Faunal material,,317.61.6,Remains
11207572,Faunal material,,317.63.24,Remains
11207573,Faunal material,,317.63.25,Remains
11207574,Faunal material,,317.67.17,Remains
11207575,Faunal material,,317.67.18,Remains
11207576,Faunal material,,317.67.19,Remains
11207577,Faunal material,,317.67.20,Remains
11207578,Faunal material,,317.71.12,Remains
11207579,Faunal material,,317.71.13,Remains
11207581,Faunal material,,317.74.29,Remains
11207582,Faunal material,,317.74.30,Remains
11207583,Faunal material,,317.74.31,Remains
11207580,Faunal material,,317.76.5,Remains
11207584,Faunal material,,317.80.21,Remains
11207585,Faunal material,,317.80.22,Remains
11207586,Faunal material,,317.81.17,Remains
11207587,Faunal material,,317.81.18,Remains
11207588,Faunal material,,317.81.19,Remains
11207589,Faunal material,,317.82.1,Remains
11207590,Faunal material,,317.82.19,Remains
11207591,Faunal material,,317.82.20,Remains
11207592,Faunal material,,317.82.21,Remains
11207593,Faunal material,,317.84.18,Remains
11207594,Faunal material,,317.84.19,Remains
11207595,Faunal material,,317.85.27,Remains
11207596,Faunal material,,317.85.28,Remains
11207597,Faunal material,,317.85.29,Remains
11207598,Faunal material,,317.85.30,Remains
11207599,Faunal material,,317.86.23,Remains
11207600,Faunal material,,317.87.16,Remains
11207601,Faunal material,,317.87.17,Remains
11207602,Faunal material,,317.87.18,Remains
11207603,Faunal material,,317.88.13,Remains
11207604,Faunal material,,317.90.5,Remains
11207605,Faunal material,,317.92.29,Remains
11207606,Faunal material,,317.92.30,Remains
11207607,Faunal material,,317.98.23,Remains
11207608,Faunal material,,317.98.24,Remains
11207609,Faunal material,,317.98.25,Remains
11207610,Faunal material,,317.98.26,Remains
11207611,Faunal material,,317.101.8,Remains
11207612,Faunal material,,317.101.9,Remains
11207613,Faunal material,,317.101.10,Remains
11207614,Faunal material,,317.103.7,Remains
11207615,Faunal material,,317.104.13,Remains
11207616,Faunal material,,317.104.14,Remains
11207617,Faunal material,,317.105.15,Remains
11207618,Faunal material,,317.106.10,Remains
11207619,Faunal material,,317.106.11,Remains
11207621,Faunal material,,317.107.17,Remains
11207622,Faunal material,,317.107.18,Remains
11207620,Faunal material,,317.107.19,Remains
11207623,Faunal material,,317.109.10,Remains
11207624,Faunal material,,317.110.11,Remains
11207625,Faunal material,,317.110.12,Remains
11207626,Faunal material,,317.110.13,Remains
11207627,Faunal material,,317.110.14,Remains
11207628,Faunal material,,317.110.16,Remains
11207629,Faunal material,,317.111.12,Remains
11207630,Faunal material,,317.112.8,Remains
11207633,Faunal material,,317.115.13,Remains
11207634,Faunal material,,317.115.14,Remains
11207631,Faunal material,,317.117.14,Remains
11207632,Faunal material,,317.117.15,Remains
11207635,Faunal material,,317.120.18,Remains
11207636,Faunal material,,317.120.19,Remains
11207637,Faunal material,,317.120.20,Remains
11207641,Faunal material,,317.122.13,Remains
11207638,Faunal material,,317.124.15,Remains
11207639,Faunal material,,317.124.16,Remains
11207640,Faunal material,,317.124.17,Remains
11207642,Faunal material,,317.127.11,Remains
11207643,Faunal material,,317.127.12,Remains
11207644,Faunal material,,317.127.13,Remains
11207645,Faunal material,,317.127.14,Remains
11207646,Faunal material,,317.128.17,Remains
11207647,Faunal material,,317.128.18,Remains
11207648,Faunal material,,317.128.19,Remains
11207649,Faunal material,,317.130.20,Remains
11207650,Faunal material,,317.130.21,Remains
11207651,Faunal material,,317.130.22,Remains
11207652,Faunal material,,317.130.23,Remains
11207653,Faunal material,,317.130.24,Remains
11207654,Faunal material,,317.131.10,Remains
11207655,Faunal material,,317.133.12,Remains
11207657,Faunal material,,317.133.17,Remains
11207656,Faunal material,,317.133.18,Remains
11207658,Faunal material,,317.133.19,Remains
11207659,Faunal material,,317.134.6,Remains
11207660,Faunal material,,317.135.17,Remains
11207661,Faunal material,,317.137.7,Remains
11207662,Faunal material,,317.137.8,Remains
11207665,Faunal material,,317.138.5,Remains
11207663,Faunal material,,317.138.8,Remains
11207664,Faunal material,,317.138.9,Remains
11207666,Faunal material,,317.139.13,Remains
11207667,Faunal material,,317.139.14,Remains
11207668,Faunal material,,317.140.18,Remains
11207669,Faunal material,,317.140.19,Remains
11207670,Faunal material,,317.141.10,Remains
11207671,Faunal material,,317.141.11,Remains
11207673,Faunal material,,317.142.17,Remains
11207672,Faunal material,,317.142.18,Remains
11207675,Faunal material,,317.145.16,Remains
11207676,Faunal material,,317.145.17,Remains
11207674,Faunal material,,317.145.18-.19,Remains
11207677,Faunal material,,317.145.20,Remains
11207678,Faunal material,,317.151.16,Remains
11207679,Faunal material,,317.152.12,Remains
11207682,Faunal material,,317.154.16,Remains
11207687,Faunal material,,317.154.17,Remains
11207688,Faunal material,,317.154.18,Remains
11207689,Faunal material,,317.157.36,Remains
11207690,Faunal material,,317.164.14,Remains
11207691,Faunal material,,317.164.15,Remains
11207692,Faunal material,,317.166.8,Remains
11207693,Faunal material,,317.169.10,Remains
11207694,Faunal material,,317.169.11,Remains
11207695,Faunal material,,317.169.12,Remains
11207696,Faunal material,,317.169.13,Remains
11207697,Faunal material,,317.170.29,Remains
11207698,Faunal material,,317.170.30,Remains
11207699,Faunal material,,317.170.31,Remains
11207700,Faunal material,,317.170.32,Remains
11207701,Faunal material,,317.170.33,Remains
11207702,Faunal material,,317.170.34,Remains
11207703,Faunal material,,317.170.35,Remains
11207704,Faunal material,,317.170.36,Remains
11207705,Faunal material,,317.170.37,Remains
11207706,Faunal material,,317.170.38,Remains
11207707,Faunal material,,317.172.13,Remains
11207708,Faunal material,,317.172.14,Remains
11207709,Faunal material,,317.172.15,Remains
11207710,Faunal material,,317.172.16,Remains
11207711,Faunal material,,317.172.17,Remains
11207712,Faunal material,,317.172.18,Remains
11207713,Faunal material,,317.172.19,Remains
11207714,Faunal material,,317.172.20,Remains
11207715,Faunal material,,317.173.50,Remains
11207716,Faunal material,,317.173.51,Remains
11207717,Faunal material,,317.173.52,Remains
11207718,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.175.12,Artifact (object genre)
11207719,Faunal material,,317.176.15,Remains
11207720,Faunal material,,317.177.9,Remains
11207721,Faunal material,,317.177.10,Remains
11207722,Faunal material,,317.177.11,Remains
11207723,Faunal material,,317.178.21,Remains
11207724,Faunal material,,317.178.22,Remains
11207725,Faunal material,,317.178.23,Remains
11207726,Faunal material,,317.178.24,Remains
11207727,Faunal material,,317.178.25,Remains
11207728,Faunal material,,317.178.26,Remains
11207729,Faunal material,,317.178.27,Remains
11207730,Faunal material,,317.178.28,Remains
11207731,Faunal material,,317.178.29,Remains
11207732,Faunal material,,317.181.5,Remains
11207733,Faunal material,,317.181.6,Remains
11207734,Faunal material,,317.181.7,Remains
11207735,Faunal material,,317.181.8,Remains
11207736,Faunal material,,317.181.9,Remains
11207737,Faunal material,,317.181.10,Remains
11207738,Faunal material,,317.184.17,Remains
11207739,Faunal material,,317.185.19,Remains
11207740,Faunal material,,317.185.20,Remains
11207741,Faunal material,,317.186.12,Remains
11207742,Faunal material,,317.189.17,Remains
11207743,Faunal material,,317.189.18,Remains
11207744,Faunal material,,317.189.19,Remains
11207819,Faunal material,,317.190.16,Remains
11207820,Faunal material,,317.190.17,Remains
11207821,Faunal material,,317.190.18,Remains
11207823,Faunal material,,317.199.8,Remains
11207746,Faunal material,,317.205.23,Remains
11207747,Faunal material,,317.205.24,Remains
11207748,Faunal material,,317.205.25,Remains
11207749,Faunal material,,317.205.26,Remains
11207745,Faunal material,,317.205.28,Remains
11207750,Faunal material,,317.206.21,Remains
11207751,Faunal material,,317.206.22,Remains
11207752,Faunal material,,317.206.23,Remains
11207753,Faunal material,,317.207.26,Remains
11207754,Faunal material,,317.207.50,Remains
11207755,Faunal material,,317.207.51,Remains
11207756,Faunal material,,317.207.52,Remains
11207757,Faunal material,,317.208.45,Remains
11207758,Faunal material,,317.208.46,Remains
11207759,Faunal material,,317.208.47,Remains
11207760,Faunal material,,317.209.52,Remains
11207764,Faunal material,,317.211,Remains
11207761,Faunal material,,317.211.35,Remains
11207762,Faunal material,,317.211.36,Remains
11207763,Faunal material,,317.211.37,Remains
11207765,Faunal material,,317.212.57,Remains
11207766,Faunal material,,317.212.58,Remains
11207769,Faunal material,,317.212.59,Remains
11207770,Faunal material,,317.212.60,Remains
11207771,Faunal material,,317.212.61,Remains
