CMS Unit ID,AAT BroaderTerm,Broader Term - URIs,Primary Unit Identifier,Title
11209203,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.442.18,Sherd
11209204,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.442.19,Rim Sherd
11209205,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.442.20,Sherd
11209206,ceramic ware (visual works),http://vocab.getty.edu/aat/300386879,317.442.21,Stoneware (pottery)
11209207,ceramic ware (visual works),http://vocab.getty.edu/aat/300386879,317.442.22,Stoneware (pottery)
11209208,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.443.2,Bottle
11209209,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.443.3,Bottle
11209210,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.443.4,Bottle
11209211,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.443.5,Vessel (container)
11209212,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.443.6,Vessel (container)
11209213,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.443.7,Vessel (container)
11209214,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.443.8,Bottle
11209215,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.443.9,Bottle
11209216,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.443.10,Bottle
11209217,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.443.11,Bottle
11209218,Furnishings (hierarchy name),http://vocab.getty.edu/aat/300037335,317.443.12,Chimney (lighting device component)
11209219,Furnishings (hierarchy name),http://vocab.getty.edu/aat/300037335,317.443.13,Chimney (lighting device component)
11209220,Furnishings (hierarchy name),http://vocab.getty.edu/aat/300037335,317.443.14,Chimney (lighting device component)
11209221,Furnishings (hierarchy name),http://vocab.getty.edu/aat/300037335,317.443.15,Chimney (lighting device component)
11209222,Furnishings (hierarchy name),http://vocab.getty.edu/aat/300037335,317.443.16,Chimney (lighting device component)
11209223,Furnishings (hierarchy name),http://vocab.getty.edu/aat/300037335,317.443.17,Chimney (lighting device component)
11209224,Furnishings (hierarchy name),http://vocab.getty.edu/aat/300037335,317.443.18,Chimney (lighting device component)
11209225,Furnishings (hierarchy name),http://vocab.getty.edu/aat/300037335,317.443.19,Chimney (lighting device component)
11209226,Furnishings (hierarchy name),http://vocab.getty.edu/aat/300037335,317.443.20,Globe (lighting device component)
11209227,Furnishings (hierarchy name),http://vocab.getty.edu/aat/300037335,317.443.21,Globe (lighting device component)
11209228,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.22,Rim Sherd
11209229,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.443.23,Jar
11209230,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.443.24,Bottle
11209231,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.25,Sherd
11209232,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.26,Sherd
11209233,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.27,Sherd
11209234,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.28,Sherd
11209235,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.29,Sherd
11209236,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.30,Sherd
11209237,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.31,Sherd
11209238,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.32,Sherd
11209239,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.33,Sherd
11209240,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.34,Sherd
11209241,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.35,Sherd
11209242,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.36,Sherd
11209243,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.37,Sherd
11209244,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.38,Sherd
11209245,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.39,Sherd
11209246,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.40,Sherd
11209247,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.41,Sherd
11209248,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.42,Sherd
11209249,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.43,Sherd
11209250,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.44,Sherd
11209251,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.45,Sherd
11209252,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.46,Sherd
11209253,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.47,Sherd
11209254,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.48,Sherd
11209255,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.49,Sherd
11209256,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.50,Sherd
11209257,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.51,Sherd
11209258,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.52,Sherd
11209259,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.53,Sherd
11209260,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.54,Sherd
11209261,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.55,Sherd
11209262,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.56,Sherd
11209263,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.57,Sherd
11209264,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.58,Sherd
11209265,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.59,Sherd
11209266,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.443.60,Bowl (vessel)
11209267,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.61,Sherd
11209268,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.62,Sherd
11209269,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.63,Base sherd
11209270,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.64,Sherd
11209271,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.65,Sherd
11209272,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.66,Sherd
11209273,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.67,Sherd
11209274,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.68,Sherd
11209275,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.69,Sherd
11209276,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.70,Sherd
11209277,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.443.71,Sherd
11209278,ceramic ware (visual works),http://vocab.getty.edu/aat/300386879,317.443.72,Stoneware (pottery)
11208931,ceramic ware (visual works),http://vocab.getty.edu/aat/300386879,317.332A.21,Whiteware
11208932,ceramic ware (visual works),http://vocab.getty.edu/aat/300386879,317.332A.22,Whiteware
11208933,ceramic ware (visual works),http://vocab.getty.edu/aat/300386879,317.332A.23,Whiteware
11208934,ceramic ware (visual works),http://vocab.getty.edu/aat/300386879,317.332A.24,Whiteware
11208935,ceramic ware (visual works),http://vocab.getty.edu/aat/300386879,317.332A.25,Whiteware
11209279,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317,Sample
11209284,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.71.11,Sample
11209283,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.82.22,Fragment (object portion)
11209282,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.86.15,Sample
11209281,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.88.10,Sample
11209280,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.94.5,Sample
11209286,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.146.8,Fragment (object portion)
11209289,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.176.17,Block (shaped mass)
11209288,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.176.18,Block (shaped mass)
11209285,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.176.19,Fragment (object portion)
11209292,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.197.1,Block (shaped mass)
11209290,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.197.1,Block (shaped mass)
11209291,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.211.34,Block (shaped mass)
11209293,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.220.1,Block (shaped mass)
11209287,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.227.7,Fragment (object portion)
11209294,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.239.2,Block (shaped mass)
11209295,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.239.5,Block (shaped mass)
11209299,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.239.7,Block (shaped mass)
11209298,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.239.8,Block (shaped mass)
11209297,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.301.1,Block (shaped mass)
11209296,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.321.10,Block (shaped mass)
11209313,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.85.23,Sample
11209315,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.94.4,Sample
11209308,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.138.3,Fragment (object portion)
11209314,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.139.9,Sample
11209311,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.187.1,Fragment (object portion)
11209309,hardware (components),http://vocab.getty.edu/aat/300033260,317.187.2,Bracket (finish hardware)
11209300,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.204.1,Block (shaped mass)
11209307,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.227.8,Block (shaped mass)
11209302,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.239.1,Block (shaped mass)
11209301,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.239.4,Block (shaped mass)
11209303,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.239.6,Block (shaped mass)
11209310,architectural elements,http://vocab.getty.edu/aat/300000885,317.370.1,Trap door
11209306,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.376.1,Sample
11209304,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.331B.1,Sample
11209305,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.331B.2,Block (shaped mass)
11209312,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.332A.31,Sample
11209331,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.1.7,Block (shaped mass)
11209316,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.20.21,Rod (object genre)
11209317,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.28.13,Rod (object genre)
11209318,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.28.14,Rod (object genre)
11209325,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.30.1,Block (shaped mass)
10387028,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.30.2,Brick
11209332,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.45.31,Block (shaped mass)
11209337,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.74.28,Sample
11209333,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.88.9,Sample
11209335,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.92.32,Sample
11209338,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.104.16,Sample
11209339,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.111.11,Sample
11209340,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.133.13,Sample
11209341,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.138.10,Sample
11209342,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.151.15,Sample
11209343,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.152.10,Sample
11209345,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.176.14,Sample
11209346,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.190.12,Sample
11209347,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.190.17,Sherd
11209348,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.199.6,Sample
11209349,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.199.7,Sample
11209350,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.207.49,Sample
11209351,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.217.22,Sample
11209352,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.218.11,Sample
11209353,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.221.48,Sample
11209354,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.222.30,Sample
11209355,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.223.13,Sample
11209356,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.224.28,Block (shaped mass)
11209334,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.246.22,Block (shaped mass)
11209323,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.248.18,Block (shaped mass)
11209327,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.249.2,Block (shaped mass)
11209357,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.265.1,Sample
11209358,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.280.6,Sample
11209329,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.282.1.1,Block (shaped mass)
11209359,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.296.2,Sample
11209360,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.305.6,Sample
11209361,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.351.5,Sample
11209362,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.355.11,Sample
11209363,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.356.4,Sample
11209328,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.388.4,Block (shaped mass)
11209322,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.2822.1,Block (shaped mass)
11209324,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.2822.2,Block (shaped mass)
11209344,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.153A.13,Sample
11209321,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.49B.1,Block (shaped mass)
11209320,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.49B.2,Block (shaped mass)
11209336,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.49B.2,Sample
11209326,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.49B.3,Block (shaped mass)
11209319,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.49B.4,Block (shaped mass)
11209330,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.6A.5,Block (shaped mass)
11209480,fasteners,http://vocab.getty.edu/aat/300036363,317,Common nail
11209481,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317,Fragment (object portion)
11209411,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.9.4,Artifact (object genre)
11209412,fasteners,http://vocab.getty.edu/aat/300036363,317.11.5,Common nail
11209388,fasteners,http://vocab.getty.edu/aat/300036363,317.11.6,Spike (straight fastener)
11209419,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.11.8,Ring (object genre)
11209413,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.12.9,Rod (object genre)
11209389,fasteners,http://vocab.getty.edu/aat/300036363,317.13.13,Spike (straight fastener)
11209414,fasteners,http://vocab.getty.edu/aat/300036363,317.15.7,Common nail
11209415,fasteners,http://vocab.getty.edu/aat/300036363,317.15.8,Common nail
11209416,fasteners,http://vocab.getty.edu/aat/300036363,317.16.7,Common nail
11209417,fasteners,http://vocab.getty.edu/aat/300036363,317.16.8,Common nail
11209418,fasteners,http://vocab.getty.edu/aat/300036363,317.21.8,Common nail
11209420,fasteners,http://vocab.getty.edu/aat/300036363,317.22.14,Nut (fastener)
11209410,fasteners,http://vocab.getty.edu/aat/300036363,317.23.9,Common nail
11209421,fasteners,http://vocab.getty.edu/aat/300036363,317.24.15,Common nail
11209422,fasteners,http://vocab.getty.edu/aat/300036363,317.24.16,Common nail
11209390,fasteners,http://vocab.getty.edu/aat/300036363,317.24.20,Spike (straight fastener)
11209423,fasteners,http://vocab.getty.edu/aat/300036363,317.24.21,Nut (fastener)
11209424,fasteners,http://vocab.getty.edu/aat/300036363,317.25.9,Nut (fastener)
11209391,fasteners,http://vocab.getty.edu/aat/300036363,317.27.17,Spike (straight fastener)
11209425,fasteners,http://vocab.getty.edu/aat/300036363,317.27.19,Nut (fastener)
11209426,fasteners,http://vocab.getty.edu/aat/300036363,317.33.14,Common nail
11209392,fasteners,http://vocab.getty.edu/aat/300036363,317.38.12,Spike (straight fastener)
11209393,fasteners,http://vocab.getty.edu/aat/300036363,317.38.13,Spike (straight fastener)
11209482,fasteners,http://vocab.getty.edu/aat/300036363,317.38.14,Spike (straight fastener)
11209394,fasteners,http://vocab.getty.edu/aat/300036363,317.41.7,Spike (straight fastener)
11209395,fasteners,http://vocab.getty.edu/aat/300036363,317.41.8,Spike (straight fastener)
11209427,fasteners,http://vocab.getty.edu/aat/300036363,317.41.9,Bolt (fastener)
11209428,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.42.17,Ring (object genre)
11209429,fasteners,http://vocab.getty.edu/aat/300036363,317.42.19,Bolt (fastener)
11209430,fasteners,http://vocab.getty.edu/aat/300036363,317.43.13,Cut nail
11209431,fasteners,http://vocab.getty.edu/aat/300036363,317.44.10,Cut nail
11209364,fasteners,http://vocab.getty.edu/aat/300036363,317.44.11,Common nail
11209432,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.44.12,Bar (building material)
11209396,fasteners,http://vocab.getty.edu/aat/300036363,317.44.13,Spike (straight fastener)
11209397,fasteners,http://vocab.getty.edu/aat/300036363,317.44.14,Spike (straight fastener)
11209433,fasteners,http://vocab.getty.edu/aat/300036363,317.45.24,Cut nail
11209434,fasteners,http://vocab.getty.edu/aat/300036363,317.46.12,Cut nail
11209435,fasteners,http://vocab.getty.edu/aat/300036363,317.47.15,Cut nail
11209365,fasteners,http://vocab.getty.edu/aat/300036363,317.48.6,Cut nail
11209367,fasteners,http://vocab.getty.edu/aat/300036363,317.54.11,Cut nail
11209371,fasteners,http://vocab.getty.edu/aat/300036363,317.55.17,Cut nail
11209368,fasteners,http://vocab.getty.edu/aat/300036363,317.55.19,Cut nail
11209370,fasteners,http://vocab.getty.edu/aat/300036363,317.55.20,Common nail
11209436,fasteners,http://vocab.getty.edu/aat/300036363,317.55.23,Bolt (fastener)
11209399,fasteners,http://vocab.getty.edu/aat/300036363,317.56.17,Spike (straight fastener)
11209400,fasteners,http://vocab.getty.edu/aat/300036363,317.56.18,Spike (straight fastener)
11209372,fasteners,http://vocab.getty.edu/aat/300036363,317.57.12,Cut nail
11209373,fasteners,http://vocab.getty.edu/aat/300036363,317.60.11,Cut nail
11209374,fasteners,http://vocab.getty.edu/aat/300036363,317.61.4,Cut nail
11209375,fasteners,http://vocab.getty.edu/aat/300036363,317.63.23,Cut nail
11209376,fasteners,http://vocab.getty.edu/aat/300036363,317.64.7,Cut nail
11209377,fasteners,http://vocab.getty.edu/aat/300036363,317.65.12,Cut nail
11209437,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.65.16,Artifact (object genre)
11209438,fasteners,http://vocab.getty.edu/aat/300036363,317.66.7,Cut nail
11209439,fasteners,http://vocab.getty.edu/aat/300036363,317.66.8,Cut nail
11209443,fasteners,http://vocab.getty.edu/aat/300036363,317.66.9,Cut nail
11209378,fasteners,http://vocab.getty.edu/aat/300036363,317.67.13,Cut nail
11209440,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.67.14,Artifact (object genre)
11209441,fasteners,http://vocab.getty.edu/aat/300036363,317.68.2,Cut nail
11209442,fasteners,http://vocab.getty.edu/aat/300036363,317.68.3,Cut nail
11209380,fasteners,http://vocab.getty.edu/aat/300036363,317.69.9,Cut nail
11209444,fasteners,http://vocab.getty.edu/aat/300036363,317.77.12,Bolt (fastener)
11209386,hardware (components),http://vocab.getty.edu/aat/300033260,317.86.22,Bracket (finish hardware)
11209387,Tools and Equipment (hierarchy name),http://vocab.getty.edu/aat/300022238,317.87.15,Stove component
11209445,fasteners,http://vocab.getty.edu/aat/300036363,317.89.5,Wall hook (clothing)
11209401,fasteners,http://vocab.getty.edu/aat/300036363,317.96.2,Spike (straight fastener)
11209447,fasteners,http://vocab.getty.edu/aat/300036363,317.98.18,Nail (fastener)
11209448,Components (hierarchy name),http://vocab.getty.edu/aat/300241490,317.110.9,Finial
11209402,fasteners,http://vocab.getty.edu/aat/300036363,317.111.6,Spike (straight fastener)
11209403,fasteners,http://vocab.getty.edu/aat/300036363,317.113.10,Spike (straight fastener)
10413988,hardware (components),http://vocab.getty.edu/aat/300033260,317.130.18,Bracket (finish hardware)
11209449,fasteners,http://vocab.getty.edu/aat/300036363,317.141.12,Washer (fastener)
11209451,fasteners,http://vocab.getty.edu/aat/300036363,317.162.3,Cut nail
11209452,fasteners,http://vocab.getty.edu/aat/300036363,317.170.19,Common nail
11209453,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.180.8,Rod (object genre)
11209485,fasteners,http://vocab.getty.edu/aat/300036363,317.182.9.B,Hook (fastener)
10413992,fasteners,http://vocab.getty.edu/aat/300036363,"317.183.9.A,B",Door hook
11209385,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.200.1,Bar (building material)
11209454,Containers (hierarchy name),http://vocab.getty.edu/aat/300045611,317.200.2,Scabbard
11209384,Tools and Equipment (hierarchy name),http://vocab.getty.edu/aat/300022238,317.200.3,Stove Plate
11209383,Tools and Equipment (hierarchy name),http://vocab.getty.edu/aat/300022238,317.201.1,Stove component
11209456,fasteners,http://vocab.getty.edu/aat/300036363,317.209.48,Wall hook (clothing)
11209457,fasteners,http://vocab.getty.edu/aat/300036363,317.212.52,Tack
11209404,fasteners,http://vocab.getty.edu/aat/300036363,317.236.52,Spike (straight fastener)
11209405,fasteners,http://vocab.getty.edu/aat/300036363,317.241.111,Spike (straight fastener)
10414162,Tools and Equipment (hierarchy name),http://vocab.getty.edu/aat/300022238,317.243.31,Broadax
11209455,hardware (components),http://vocab.getty.edu/aat/300033260,317.249.5,Strap hinge
11209379,fasteners,http://vocab.getty.edu/aat/300036363,317.251.61,Cut nail
11209458,fasteners,http://vocab.getty.edu/aat/300036363,317.262.7,Common nail
11209459,fasteners,http://vocab.getty.edu/aat/300036363,317.262.8,Cut nail
11209460,fasteners,http://vocab.getty.edu/aat/300036363,317.265.26,Common nail
11209406,fasteners,http://vocab.getty.edu/aat/300036363,317.268.9,Spike (straight fastener)
11209407,fasteners,http://vocab.getty.edu/aat/300036363,317.268.10,Spike (straight fastener)
11209408,fasteners,http://vocab.getty.edu/aat/300036363,317.268.11,Spike (straight fastener)
11209409,fasteners,http://vocab.getty.edu/aat/300036363,317.268.12,Spike (straight fastener)
11209461,fasteners,http://vocab.getty.edu/aat/300036363,317.270.3,Screw
11209462,fasteners,http://vocab.getty.edu/aat/300036363,317.270.4,Screw
11209463,fasteners,http://vocab.getty.edu/aat/300036363,317.281.9,Cut nail
11209464,fasteners,http://vocab.getty.edu/aat/300036363,317.285.9,Cut nail
11209465,fasteners,http://vocab.getty.edu/aat/300036363,317.295.26,Cut nail
10413993,fasteners,http://vocab.getty.edu/aat/300036363,317.302.9,Clothes hook
11209466,fasteners,http://vocab.getty.edu/aat/300036363,317.317.6,Cut nail
11209467,fasteners,http://vocab.getty.edu/aat/300036363,317.318.4,Cut nail
11209381,hardware (components),http://vocab.getty.edu/aat/300033260,317.329.8,Strap hinge
11209468,fasteners,http://vocab.getty.edu/aat/300036363,317.352.9,Wall hook (clothing)
11209469,fasteners,http://vocab.getty.edu/aat/300036363,317.355.2,Washer (fastener)
11209470,Furnishings (hierarchy name),http://vocab.getty.edu/aat/300037335,317.382.20,Kerosene Lamp
11209471,fasteners,http://vocab.getty.edu/aat/300036363,317.382.21,Screw
11209472,fasteners,http://vocab.getty.edu/aat/300036363,317.383.17,Wall hook (clothing)
11209473,fasteners,http://vocab.getty.edu/aat/300036363,317.384.86,Cut nail
11209474,fasteners,http://vocab.getty.edu/aat/300036363,317.392.8,Cut nail
11209475,hardware (components),http://vocab.getty.edu/aat/300033260,317.405.4,Door hardware
11209476,hardware (components),http://vocab.getty.edu/aat/300033260,317.410.3,Door hardware
11209477,hardware (components),http://vocab.getty.edu/aat/300033260,317.422.4,Sash Lift
11209478,hardware (components),http://vocab.getty.edu/aat/300033260,317.424.2,Hinge (hardware)
11209382,hardware (components),http://vocab.getty.edu/aat/300033260,317.432.1,Hardware (component)
11209479,hardware (components),http://vocab.getty.edu/aat/300033260,317.440.3,Doorknob
11209450,fasteners,http://vocab.getty.edu/aat/300036363,317.153A.17,Washer (fastener)
11209398,fasteners,http://vocab.getty.edu/aat/300036363,317.49A.9,Spike (straight fastener)
11209369,fasteners,http://vocab.getty.edu/aat/300036363,317.50A.9,Cut nail
11209366,fasteners,http://vocab.getty.edu/aat/300036363,317.50B.4,Cut nail
11209446,fasteners,http://vocab.getty.edu/aat/300036363,317.95A.9,Wall hook (clothing)
11209540,fasteners,http://vocab.getty.edu/aat/300036363,317,Common nail
11209646,fasteners,http://vocab.getty.edu/aat/300036363,317,Nail (fastener)
11209519,fasteners,http://vocab.getty.edu/aat/300036363,317.4.8,Cut nail
11209543,Object Genres (hierarchy name),http://vocab.getty.edu/aat/300185711,317.13.14,Ring (object genre)
11209518,fasteners,http://vocab.getty.edu/aat/300036363,317.14.22,Cut nail
11209511,fasteners,http://vocab.getty.edu/aat/300036363,317.14.23,Bolt (fastener)
11209541,fasteners,http://vocab.getty.edu/aat/300036363,317.17.12,Nut (fastener)
11209516,fasteners,http://vocab.getty.edu/aat/300036363,317.24.18,Bolt (fastener)
11209515,fasteners,http://vocab.getty.edu/aat/300036363,317.24.19,Bolt (fastener)
11209510,fasteners,http://vocab.getty.edu/aat/300036363,317.27.18,Bolt (fastener)
11209568,fasteners,http://vocab.getty.edu/aat/300036363,317.39.24,Cut nail
11209569,fasteners,http://vocab.getty.edu/aat/300036363,317.41.6,Cut nail
11209570,fasteners,http://vocab.getty.edu/aat/300036363,317.42.15,Cut nail
11209542,fasteners,http://vocab.getty.edu/aat/300036363,317.42.16,Common nail
11209517,fasteners,http://vocab.getty.edu/aat/300036363,317.42.20,Nut (fastener)
11209572,fasteners,http://vocab.getty.edu/aat/300036363,317.51.6,Cut nail
